case,Last_Event,First_Event,Case_Duration,Variants,Case_Duration in minutes
646,End,Register,394.0,2,6.57
650,End,Register,386.0,2,6.43
651,End,Register,314.0,2,5.23
653,End,Register,305.0,2,5.08
656,End,Register,238.0,2,3.97
658,End,Register,470.0,2,7.83
666,End,Register,331.0,2,5.52
669,End,Register,294.0,2,4.9
677,End,Register,350.0,2,5.83
678,End,Register,331.0,2,5.52
680,End,Register,358.0,2,5.97
684,End,Register,292.0,2,4.87
690,End,Register,229.0,2,3.82
691,End,Register,279.0,2,4.65
693,End,Register,403.0,2,6.72
696,End,Register,399.0,2,6.65
697,End,Register,483.0,2,8.05
698,End,Register,276.0,2,4.6
699,End,Register,350.0,2,5.83
707,End,Register,393.0,2,6.55
708,End,Register,361.0,2,6.02
709,End,Register,315.0,2,5.25
712,End,Register,344.0,2,5.73
714,End,Register,541.0,2,9.02
720,End,Register,304.0,2,5.07
723,End,Register,268.0,2,4.47
725,End,Register,389.0,2,6.48
729,End,Register,372.0,2,6.2
738,End,Register,307.0,2,5.12
745,End,Register,241.0,2,4.02
748,End,Register,357.0,2,5.95
751,End,Register,410.0,2,6.83
752,End,Register,496.0,2,8.27
760,End,Register,294.0,2,4.9
765,End,Register,172.0,2,2.87
771,End,Register,466.0,2,7.77
773,End,Register,338.0,2,5.63
774,End,Register,370.0,2,6.17
776,End,Register,293.0,2,4.88
777,End,Register,257.0,2,4.28
785,End,Register,319.0,2,5.32
789,End,Register,336.0,2,5.6
792,End,Register,388.0,2,6.47
793,End,Register,260.0,2,4.33
799,End,Register,213.0,2,3.55
811,End,Register,372.0,2,6.2
813,End,Register,247.0,2,4.12
815,End,Register,504.0,2,8.4
819,End,Register,299.0,2,4.98
825,End,Register,340.0,2,5.67
826,End,Register,256.0,2,4.27
829,End,Register,293.0,2,4.88
833,End,Register,54183.0,2,903.05
835,End,Register,256.0,2,4.27
838,End,Register,293.0,2,4.88
839,End,Register,452.0,2,7.53
843,End,Register,296.0,2,4.93
846,End,Register,477.0,2,7.95
847,End,Register,319.0,2,5.32
853,End,Register,308.0,2,5.13
856,End,Register,329.0,2,5.48
863,End,Register,321.0,2,5.35
865,End,Register,313.0,2,5.22
879,End,Register,320.0,2,5.33
883,End,Register,411.0,2,6.85
887,End,Register,445.0,2,7.42
890,End,Register,457.0,2,7.62
891,End,Register,286.0,2,4.77
899,End,Register,197.0,2,3.28
900,End,Register,256.0,2,4.27
903,End,Register,362.0,2,6.03
905,End,Register,354.0,2,5.9
906,End,Register,305.0,2,5.08
907,End,Register,395.0,2,6.58
924,End,Register,277.0,2,4.62
929,End,Register,193.0,2,3.22
935,End,Register,248.0,2,4.13
937,End,Register,248.0,2,4.13
941,End,Register,368.0,2,6.13
943,End,Register,417.0,2,6.95
947,End,Register,268.0,2,4.47
949,End,Register,283.0,2,4.72
951,End,Register,254.0,2,4.23
955,End,Register,256.0,2,4.27
956,End,Register,355.0,2,5.92
958,End,Register,222.0,2,3.7
960,End,Register,398.0,2,6.63
962,End,Register,208.0,2,3.47
963,End,Register,277.0,2,4.62
966,End,Register,394.0,2,6.57
967,End,Register,370.0,2,6.17
969,End,Register,344.0,2,5.73
974,End,Register,243.0,2,4.05
980,End,Register,462.0,2,7.7
987,End,Register,146.0,2,2.43
990,End,Register,251.0,2,4.18
992,End,Register,259.0,2,4.32
995,End,Register,418.0,2,6.97
996,End,Register,356.0,2,5.93
998,End,Register,393.0,2,6.55
1003,End,Register,279.0,2,4.65
1005,End,Register,429.0,2,7.15
1006,End,Register,232.0,2,3.87
1007,End,Register,228.0,2,3.8
1010,End,Register,270.0,2,4.5
1011,End,Register,286.0,2,4.77
1015,End,Register,443.0,2,7.38
1018,End,Register,463.0,2,7.72
1022,End,Register,309.0,2,5.15
1027,End,Register,241.0,2,4.02
1038,End,Register,388.0,2,6.47
1041,End,Register,554.0,2,9.23
1046,End,Register,332.0,2,5.53
1053,End,Register,230.0,2,3.83
1059,End,Register,233.0,2,3.88
1062,End,Register,317.0,2,5.28
1069,End,Register,268.0,2,4.47
1073,End,Register,207.0,2,3.45
1074,End,Register,325.0,2,5.42
1077,End,Register,370.0,2,6.17
1083,End,Register,381.0,2,6.35
1093,End,Register,325.0,2,5.42
1096,End,Register,271.0,2,4.52
1100,End,Register,318.0,2,5.3
1101,End,Register,279.0,2,4.65
1105,End,Register,319.0,2,5.32
1111,End,Register,431.0,2,7.18
1113,End,Register,202.0,2,3.37
1121,End,Register,384.0,2,6.4
1130,End,Register,344.0,2,5.73
1131,End,Register,361.0,2,6.02
1132,End,Register,294.0,2,4.9
1133,End,Register,278.0,2,4.63
1143,End,Register,303.0,2,5.05
1147,End,Register,377.0,2,6.28
1155,End,Register,321.0,2,5.35
1156,End,Register,364.0,2,6.07
1160,End,Register,253.0,2,4.22
1162,End,Register,246.0,2,4.1
1164,End,Register,374.0,2,6.23
1166,End,Register,286.0,2,4.77
1168,End,Register,249.0,2,4.15
1174,End,Register,358.0,2,5.97
1178,End,Register,376.0,2,6.27
1181,End,Register,316.0,2,5.27
1183,End,Register,423.0,2,7.05
1192,End,Register,418.0,2,6.97
1194,End,Register,273.0,2,4.55
1195,End,Register,246.0,2,4.1
1196,End,Register,372.0,2,6.2
1197,End,Register,361.0,2,6.02
1200,End,Register,300.0,2,5.0
1212,End,Register,280.0,2,4.67
1216,End,Register,271.0,2,4.52
1219,End,Register,414.0,2,6.9
1225,End,Register,293.0,2,4.88
1226,End,Register,409.0,2,6.82
1227,End,Register,426.0,2,7.1
1229,End,Register,284.0,2,4.73
1234,End,Register,393.0,2,6.55
1244,End,Register,506.0,2,8.43
1245,End,Register,205.0,2,3.42
1248,End,Register,262.0,2,4.37
1251,End,Register,271.0,2,4.52
1253,End,Register,260.0,2,4.33
1254,End,Register,245.0,2,4.08
1257,End,Register,192.0,2,3.2
1260,End,Register,252.0,2,4.2
1266,End,Register,454.0,2,7.57
1268,End,Register,304.0,2,5.07
1270,End,Register,242.0,2,4.03
1274,End,Register,387.0,2,6.45
1276,End,Register,287.0,2,4.78
1288,End,Register,380.0,2,6.33
1292,End,Register,343.0,2,5.72
1295,End,Register,350.0,2,5.83
1298,End,Register,356.0,2,5.93
1299,End,Register,395.0,2,6.58
1302,End,Register,375.0,2,6.25
1305,End,Register,449.0,2,7.48
1309,End,Register,388.0,2,6.47
1310,End,Register,389.0,2,6.48
1311,End,Register,260.0,2,4.33
1312,End,Register,348.0,2,5.8
1314,End,Register,325.0,2,5.42
1320,End,Register,315.0,2,5.25
1324,End,Register,380.0,2,6.33
1328,End,Register,269.0,2,4.48
1333,End,Register,353.0,2,5.88
1341,End,Register,275.0,2,4.58
1342,End,Register,379.0,2,6.32
1349,End,Register,244.0,2,4.07
1356,End,Register,294.0,2,4.9
1362,End,Register,397.0,2,6.62
1368,End,Register,247.0,2,4.12
1373,End,Register,405.0,2,6.75
1374,End,Register,258.0,2,4.3
1383,End,Register,362.0,2,6.03
1385,End,Register,453.0,2,7.55
1386,End,Register,291.0,2,4.85
1387,End,Register,246.0,2,4.1
1388,End,Register,434.0,2,7.23
1393,End,Register,411.0,2,6.85
1399,End,Register,285.0,2,4.75
1400,End,Register,264.0,2,4.4
1402,End,Register,314.0,2,5.23
1405,End,Register,311.0,2,5.18
1411,End,Register,313.0,2,5.22
1412,End,Register,324.0,2,5.4
1414,End,Register,224.0,2,3.73
1417,End,Register,389.0,2,6.48
1419,End,Register,337.0,2,5.62
1421,End,Register,386.0,2,6.43
1424,End,Register,444.0,2,7.4
1426,End,Register,228.0,2,3.8
1429,End,Register,430.0,2,7.17
1432,End,Register,308.0,2,5.13
1434,End,Register,347.0,2,5.78
1435,End,Register,329.0,2,5.48
1439,End,Register,319.0,2,5.32
1440,End,Register,435.0,2,7.25
1449,End,Register,411.0,2,6.85
1450,End,Register,355.0,2,5.92
1451,End,Register,372.0,2,6.2
1455,End,Register,219.0,2,3.65
1456,End,Register,423.0,2,7.05
1460,End,Register,349.0,2,5.82
1461,End,Register,401.0,2,6.68
1465,End,Register,401.0,2,6.68
1466,End,Register,362.0,2,6.03
1476,End,Register,397.0,2,6.62
1477,End,Register,258.0,2,4.3
1480,End,Register,323.0,2,5.38
1483,End,Register,373.0,2,6.22
1484,End,Register,326.0,2,5.43
1486,End,Register,345.0,2,5.75
1487,End,Register,377.0,2,6.28
1489,End,Register,373.0,2,6.22
1490,End,Register,300.0,2,5.0
1491,End,Register,450.0,2,7.5
1492,End,Register,327.0,2,5.45
1494,End,Register,235.0,2,3.92
1496,End,Register,329.0,2,5.48
1498,End,Register,330.0,2,5.5
1499,End,Register,203.0,2,3.38
1500,End,Register,329.0,2,5.48
1501,End,Register,410.0,2,6.83
1507,End,Register,339.0,2,5.65
1512,End,Register,145.0,2,2.42
1516,End,Register,269.0,2,4.48
1521,End,Register,189.0,2,3.15
1533,End,Register,348.0,2,5.8
1542,End,Register,387.0,2,6.45
1550,End,Register,442.0,2,7.37
1554,End,Register,253.0,2,4.22
1569,End,Register,328.0,2,5.47
1573,End,Register,319.0,2,5.32
1574,End,Register,361.0,2,6.02
1577,End,Register,416.0,2,6.93
1583,End,Register,248.0,2,4.13
1584,End,Register,216.0,2,3.6
1585,End,Register,280.0,2,4.67
1592,End,Register,359.0,2,5.98
1593,End,Register,281.0,2,4.68
1598,End,Register,443.0,2,7.38
1599,End,Register,176.0,2,2.93
1605,End,Register,378.0,2,6.3
1607,End,Register,325.0,2,5.42
1618,End,Register,331.0,2,5.52
1619,End,Register,364.0,2,6.07
1623,End,Register,329.0,2,5.48
1625,End,Register,410.0,2,6.83
1627,End,Register,230.0,2,3.83
1633,End,Register,304.0,2,5.07
1638,End,Register,375.0,2,6.25
1642,End,Register,370.0,2,6.17
1643,End,Register,274.0,2,4.57
1646,End,Register,276.0,2,4.6
1650,End,Register,314.0,2,5.23
1658,End,Register,430.0,2,7.17
1663,End,Register,398.0,2,6.63
1666,End,Register,407.0,2,6.78
1669,End,Register,318.0,2,5.3
1675,End,Register,387.0,2,6.45
1676,End,Register,299.0,2,4.98
1677,End,Register,391.0,2,6.52
1687,End,Register,403.0,2,6.72
1691,End,Register,321.0,2,5.35
1693,End,Register,349.0,2,5.82
1699,End,Register,176.0,2,2.93
1710,End,Register,305.0,2,5.08
1715,End,Register,291.0,2,4.85
1719,End,Register,392.0,2,6.53
1730,End,Register,247.0,2,4.12
1734,End,Register,211.0,2,3.52
1738,End,Register,387.0,2,6.45
1739,End,Register,294.0,2,4.9
1743,End,Register,361.0,2,6.02
1747,End,Register,242.0,2,4.03
1761,End,Register,275.0,2,4.58
1764,End,Register,236.0,2,3.93
1768,End,Register,329.0,2,5.48
1775,End,Register,251.0,2,4.18
1778,End,Register,322.0,2,5.37
1779,End,Register,379.0,2,6.32
1780,End,Register,407.0,2,6.78
1783,End,Register,332.0,2,5.53
1795,End,Register,373.0,2,6.22
1805,End,Register,175.0,2,2.92
1808,End,Register,366.0,2,6.1
1815,End,Register,264.0,2,4.4
1818,End,Register,290.0,2,4.83
1822,End,Register,324.0,2,5.4
1829,End,Register,336.0,2,5.6
1830,End,Register,415.0,2,6.92
1831,End,Register,372.0,2,6.2
1832,End,Register,381.0,2,6.35
1834,End,Register,214.0,2,3.57
1836,End,Register,419.0,2,6.98
1838,End,Register,273.0,2,4.55
1850,End,Register,279.0,2,4.65
1860,End,Register,411.0,2,6.85
1861,End,Register,267.0,2,4.45
1867,End,Register,227181.0,2,3786.35
1876,End,Register,318.0,2,5.3
1878,End,Register,297.0,2,4.95
1884,End,Register,338.0,2,5.63
1885,End,Register,244.0,2,4.07
1895,End,Register,322.0,2,5.37
1899,End,Register,371.0,2,6.18
1905,End,Register,465.0,2,7.75
1910,End,Register,558.0,2,9.3
1911,End,Register,370.0,2,6.17
1912,End,Register,371.0,2,6.18
1918,End,Register,219.0,2,3.65
1920,End,Register,322.0,2,5.37
1922,End,Register,405.0,2,6.75
1924,End,Register,205.0,2,3.42
1927,End,Register,374.0,2,6.23
1930,End,Register,301.0,2,5.02
1933,End,Register,294.0,2,4.9
1935,End,Register,326.0,2,5.43
1936,End,Register,247.0,2,4.12
1943,End,Register,232.0,2,3.87
1949,End,Register,422.0,2,7.03
1954,End,Register,275.0,2,4.58
1955,End,Register,349.0,2,5.82
1956,End,Register,259.0,2,4.32
1961,End,Register,399.0,2,6.65
1962,End,Register,227.0,2,3.78
1969,End,Register,361.0,2,6.02
1972,End,Register,298.0,2,4.97
1975,End,Register,307.0,2,5.12
1979,End,Register,355.0,2,5.92
1981,End,Register,456.0,2,7.6
1984,End,Register,288.0,2,4.8
1988,End,Register,460.0,2,7.67
1991,End,Register,275.0,2,4.58
1995,End,Register,370.0,2,6.17
1998,End,Register,373.0,2,6.22
2001,End,Register,222.0,2,3.7
2003,End,Register,263.0,2,4.38
2007,End,Register,388.0,2,6.47
2011,End,Register,185.0,2,3.08
2014,End,Register,320.0,2,5.33
2016,End,Register,324.0,2,5.4
2022,End,Register,206.0,2,3.43
2023,End,Register,303.0,2,5.05
2025,End,Register,373.0,2,6.22
2042,End,Register,348.0,2,5.8
2049,End,Register,361.0,2,6.02
2054,End,Register,326.0,2,5.43
2055,End,Register,301.0,2,5.02
2056,End,Register,263.0,2,4.38
2057,End,Register,340.0,2,5.67
2061,End,Register,323.0,2,5.38
2063,End,Register,287.0,2,4.78
2070,End,Register,475.0,2,7.92
2075,End,Register,436.0,2,7.27
2080,End,Register,350.0,2,5.83
2082,End,Register,251.0,2,4.18
2084,End,Register,185.0,2,3.08
2088,End,Register,389.0,2,6.48
2089,End,Register,200.0,2,3.33
2090,End,Register,319.0,2,5.32
2093,End,Register,314.0,2,5.23
2104,End,Register,300.0,2,5.0
2110,End,Register,337.0,2,5.62
2113,End,Register,322.0,2,5.37
2119,End,Register,335.0,2,5.58
2120,End,Register,289.0,2,4.82
2121,End,Register,405.0,2,6.75
2126,End,Register,365.0,2,6.08
2130,End,Register,364.0,2,6.07
2131,End,Register,262.0,2,4.37
2133,End,Register,289.0,2,4.82
2136,End,Register,440.0,2,7.33
2137,End,Register,433.0,2,7.22
2141,End,Register,223.0,2,3.72
2145,End,Register,390.0,2,6.5
2147,End,Register,307.0,2,5.12
2149,End,Register,352.0,2,5.87
2152,End,Register,347.0,2,5.78
2155,End,Register,362.0,2,6.03
2159,End,Register,331.0,2,5.52
2161,End,Register,270.0,2,4.5
2164,End,Register,342.0,2,5.7
2172,End,Register,336.0,2,5.6
2173,End,Register,300.0,2,5.0
2174,End,Register,195.0,2,3.25
2175,End,Register,197.0,2,3.28
2178,End,Register,262.0,2,4.37
2191,End,Register,172.0,2,2.87
2196,End,Register,291.0,2,4.85
2197,End,Register,240.0,2,4.0
2198,End,Register,389.0,2,6.48
2201,End,Register,395.0,2,6.58
2211,End,Register,470.0,2,7.83
2212,End,Register,247.0,2,4.12
2215,End,Register,273.0,2,4.55
2218,End,Register,238.0,2,3.97
2225,End,Register,300.0,2,5.0
2228,End,Register,387.0,2,6.45
2231,End,Register,448.0,2,7.47
2232,End,Register,355.0,2,5.92
2235,End,Register,411.0,2,6.85
2236,End,Register,368.0,2,6.13
2237,End,Register,174.0,2,2.9
2239,End,Register,271.0,2,4.52
2242,End,Register,351.0,2,5.85
2244,End,Register,319.0,2,5.32
2248,End,Register,295.0,2,4.92
2250,End,Register,310.0,2,5.17
2253,End,Register,267.0,2,4.45
2262,End,Register,333.0,2,5.55
2267,End,Register,452.0,2,7.53
2274,End,Register,372.0,2,6.2
2278,End,Register,379.0,2,6.32
2280,End,Register,304.0,2,5.07
2282,End,Register,284.0,2,4.73
2283,End,Register,276.0,2,4.6
2292,End,Register,338.0,2,5.63
2293,End,Register,397.0,2,6.62
2296,End,Register,212.0,2,3.53
2298,End,Register,448.0,2,7.47
2299,End,Register,321.0,2,5.35
2301,End,Register,319.0,2,5.32
2303,End,Register,400.0,2,6.67
2309,End,Register,384.0,2,6.4
2310,End,Register,365.0,2,6.08
2312,End,Register,308.0,2,5.13
2314,End,Register,355.0,2,5.92
2315,End,Register,404.0,2,6.73
2318,End,Register,242.0,2,4.03
2319,End,Register,266.0,2,4.43
2320,End,Register,216.0,2,3.6
2321,End,Register,230.0,2,3.83
2325,End,Register,333.0,2,5.55
2326,End,Register,275.0,2,4.58
2332,End,Register,372.0,2,6.2
2333,End,Register,259.0,2,4.32
2334,End,Register,365.0,2,6.08
2336,End,Register,277.0,2,4.62
2340,End,Register,281.0,2,4.68
2343,End,Register,206.0,2,3.43
2351,End,Register,397.0,2,6.62
2352,End,Register,232.0,2,3.87
2355,End,Register,367.0,2,6.12
2356,End,Register,322.0,2,5.37
2357,End,Register,313.0,2,5.22
2360,End,Register,391.0,2,6.52
2363,End,Register,228.0,2,3.8
2368,End,Register,314.0,2,5.23
2377,End,Register,54292.0,2,904.87
2387,End,Register,204.0,2,3.4
2388,End,Register,277.0,2,4.62
2392,End,Register,275.0,2,4.58
2395,End,Register,241.0,2,4.02
2398,End,Register,212.0,2,3.53
2399,End,Register,401.0,2,6.68
2401,End,Register,239.0,2,3.98
2408,End,Register,338.0,2,5.63
2409,End,Register,238.0,2,3.97
2410,End,Register,257.0,2,4.28
2416,End,Register,354.0,2,5.9
2426,End,Register,362.0,2,6.03
2432,End,Register,416.0,2,6.93
2439,End,Register,351.0,2,5.85
2446,End,Register,288.0,2,4.8
2448,End,Register,267.0,2,4.45
2450,End,Register,427.0,2,7.12
2455,End,Register,272.0,2,4.53
2465,End,Register,202.0,2,3.37
2471,End,Register,194.0,2,3.23
2472,End,Register,354.0,2,5.9
2478,End,Register,229.0,2,3.82
2482,End,Register,270.0,2,4.5
2492,End,Register,499.0,2,8.32
2497,End,Register,363.0,2,6.05
2498,End,Register,332.0,2,5.53
2512,End,Register,387.0,2,6.45
2515,End,Register,490.0,2,8.17
2516,End,Register,134.0,2,2.23
2517,End,Register,291.0,2,4.85
2520,End,Register,322.0,2,5.37
2522,End,Register,320.0,2,5.33
2523,End,Register,403.0,2,6.72
2532,End,Register,346.0,2,5.77
2533,End,Register,360.0,2,6.0
2536,End,Register,281.0,2,4.68
2544,End,Register,407.0,2,6.78
2551,End,Register,258.0,2,4.3
2552,End,Register,297.0,2,4.95
2553,End,Register,372.0,2,6.2
2555,End,Register,267.0,2,4.45
2560,End,Register,347.0,2,5.78
2566,End,Register,382.0,2,6.37
2568,End,Register,279.0,2,4.65
2572,End,Register,477.0,2,7.95
2575,End,Register,214.0,2,3.57
2576,End,Register,320.0,2,5.33
2580,End,Register,336.0,2,5.6
2583,End,Register,297.0,2,4.95
2584,End,Register,310.0,2,5.17
2589,End,Register,354.0,2,5.9
2594,End,Register,318.0,2,5.3
2597,End,Register,231.0,2,3.85
2600,End,Register,355.0,2,5.92
2603,End,Register,290.0,2,4.83
2608,End,Register,369.0,2,6.15
2609,End,Register,333.0,2,5.55
2618,End,Register,298.0,2,4.97
2620,End,Register,223.0,2,3.72
2621,End,Register,179.0,2,2.98
2622,End,Register,358.0,2,5.97
2624,End,Register,418.0,2,6.97
2626,End,Register,355.0,2,5.92
2630,End,Register,358.0,2,5.97
2634,End,Register,321.0,2,5.35
2639,End,Register,316.0,2,5.27
2640,End,Register,303.0,2,5.05
2643,End,Register,328.0,2,5.47
2654,End,Register,223.0,2,3.72
2661,End,Register,390.0,2,6.5
2664,End,Register,252.0,2,4.2
2666,End,Register,287.0,2,4.78
2669,End,Register,254.0,2,4.23
2678,End,Register,303.0,2,5.05
2682,End,Register,329.0,2,5.48
2686,End,Register,308.0,2,5.13
2690,End,Register,245.0,2,4.08
2697,End,Register,352.0,2,5.87
2699,End,Register,352.0,2,5.87
2701,End,Register,297.0,2,4.95
2702,End,Register,326.0,2,5.43
2705,End,Register,278.0,2,4.63
2710,End,Register,242.0,2,4.03
2711,End,Register,280.0,2,4.67
2716,End,Register,254.0,2,4.23
2717,End,Register,300.0,2,5.0
2718,End,Register,257.0,2,4.28
2725,End,Register,324.0,2,5.4
2731,End,Register,401.0,2,6.68
2734,End,Register,247.0,2,4.12
2740,End,Register,407.0,2,6.78
2741,End,Register,339.0,2,5.65
2743,End,Register,366.0,2,6.1
2746,End,Register,322.0,2,5.37
2753,End,Register,274.0,2,4.57
2757,End,Register,246.0,2,4.1
2770,End,Register,418.0,2,6.97
2775,End,Register,334.0,2,5.57
2776,End,Register,287.0,2,4.78
2785,End,Register,318.0,2,5.3
2796,End,Register,351.0,2,5.85
2799,End,Register,350.0,2,5.83
2800,End,Register,318.0,2,5.3
2803,End,Register,393.0,2,6.55
2804,End,Register,429.0,2,7.15
2808,End,Register,293.0,2,4.88
2816,End,Register,305.0,2,5.08
2826,End,Register,214.0,2,3.57
2827,End,Register,264.0,2,4.4
2831,End,Register,437.0,2,7.28
2837,End,Register,313.0,2,5.22
2839,End,Register,287.0,2,4.78
2840,End,Register,340.0,2,5.67
2842,End,Register,422.0,2,7.03
2843,End,Register,253.0,2,4.22
2845,End,Register,252.0,2,4.2
2854,End,Register,300.0,2,5.0
2857,End,Register,407.0,2,6.78
2866,End,Register,54512.0,2,908.53
2871,End,Register,54373.0,2,906.22
2880,End,Register,225.0,2,3.75
2882,End,Register,299.0,2,4.98
2887,End,Register,188.0,2,3.13
2895,End,Register,338.0,2,5.63
2897,End,Register,406.0,2,6.77
2900,End,Register,376.0,2,6.27
2910,End,Register,353.0,2,5.88
2916,End,Register,275.0,2,4.58
2917,End,Register,233.0,2,3.88
2922,End,Register,234.0,2,3.9
2923,End,Register,468.0,2,7.8
2926,End,Register,249.0,2,4.15
2930,End,Register,366.0,2,6.1
2933,End,Register,278.0,2,4.63
2934,End,Register,402.0,2,6.7
2939,End,Register,382.0,2,6.37
2943,End,Register,450.0,2,7.5
2947,End,Register,314.0,2,5.23
2952,End,Register,377.0,2,6.28
2958,End,Register,282.0,2,4.7
2959,End,Register,234.0,2,3.9
2960,End,Register,184.0,2,3.07
2961,End,Register,377.0,2,6.28
2962,End,Register,268.0,2,4.47
2973,End,Register,286.0,2,4.77
2977,End,Register,293.0,2,4.88
2978,End,Register,455.0,2,7.58
2983,End,Register,400.0,2,6.67
2989,End,Register,415.0,2,6.92
2991,End,Register,373.0,2,6.22
2996,End,Register,388.0,2,6.47
3003,End,Register,422.0,2,7.03
3004,End,Register,404.0,2,6.73
3005,End,Register,292.0,2,4.87
3010,End,Register,285.0,2,4.75
3011,End,Register,245.0,2,4.08
3012,End,Register,352.0,2,5.87
3014,End,Register,335.0,2,5.58
3019,End,Register,368.0,2,6.13
3032,End,Register,431.0,2,7.18
3041,End,Register,350.0,2,5.83
3042,End,Register,376.0,2,6.27
3044,End,Register,400.0,2,6.67
3050,End,Register,393.0,2,6.55
3056,End,Register,416.0,2,6.93
3069,End,Register,321.0,2,5.35
3070,End,Register,383.0,2,6.38
3071,End,Register,347.0,2,5.78
3074,End,Register,316.0,2,5.27
3081,End,Register,307.0,2,5.12
3084,End,Register,301.0,2,5.02
3090,End,Register,315.0,2,5.25
3094,End,Register,472.0,2,7.87
3096,End,Register,378.0,2,6.3
3098,End,Register,227.0,2,3.78
3100,End,Register,230.0,2,3.83
3102,End,Register,201.0,2,3.35
3104,End,Register,360.0,2,6.0
3105,End,Register,494.0,2,8.23
3106,End,Register,332.0,2,5.53
3114,End,Register,306.0,2,5.1
3115,End,Register,293.0,2,4.88
3117,End,Register,287.0,2,4.78
3125,End,Register,318.0,2,5.3
3126,End,Register,382.0,2,6.37
3128,End,Register,364.0,2,6.07
3129,End,Register,390.0,2,6.5
3130,End,Register,333.0,2,5.55
3132,End,Register,345.0,2,5.75
3134,End,Register,467.0,2,7.78
3139,End,Register,229.0,2,3.82
3157,End,Register,492.0,2,8.2
3158,End,Register,285.0,2,4.75
3161,End,Register,326.0,2,5.43
3163,End,Register,474.0,2,7.9
3171,End,Register,348.0,2,5.8
3172,End,Register,322.0,2,5.37
3175,End,Register,351.0,2,5.85
3184,End,Register,326.0,2,5.43
3190,End,Register,350.0,2,5.83
3197,End,Register,255.0,2,4.25
3200,End,Register,272.0,2,4.53
3204,End,Register,341.0,2,5.68
3206,End,Register,387.0,2,6.45
3231,End,Register,353.0,2,5.88
3237,End,Register,455.0,2,7.58
3240,End,Register,300.0,2,5.0
3242,End,Register,416.0,2,6.93
3244,End,Register,365.0,2,6.08
3247,End,Register,235.0,2,3.92
3252,End,Register,273.0,2,4.55
3257,End,Register,293.0,2,4.88
3265,End,Register,325.0,2,5.42
3269,End,Register,334.0,2,5.57
3274,End,Register,378.0,2,6.3
3281,End,Register,369.0,2,6.15
3282,End,Register,297.0,2,4.95
3287,End,Register,389.0,2,6.48
3291,End,Register,218.0,2,3.63
3293,End,Register,244.0,2,4.07
3296,End,Register,461.0,2,7.68
3297,End,Register,423.0,2,7.05
3304,End,Register,271.0,2,4.52
3307,End,Register,292.0,2,4.87
3311,End,Register,276.0,2,4.6
3324,End,Register,286.0,2,4.77
3329,End,Register,310.0,2,5.17
3330,End,Register,304.0,2,5.07
3336,End,Register,367.0,2,6.12
3337,End,Register,235.0,2,3.92
3345,End,Register,458.0,2,7.63
3346,End,Register,374.0,2,6.23
3350,End,Register,338.0,2,5.63
3351,End,Register,283.0,2,4.72
3352,End,Register,338.0,2,5.63
3358,End,Register,305.0,2,5.08
3359,End,Register,277.0,2,4.62
3360,End,Register,328.0,2,5.47
3361,End,Register,420.0,2,7.0
3367,End,Register,340.0,2,5.67
3369,End,Register,286.0,2,4.77
3372,End,Register,204.0,2,3.4
3377,End,Register,218.0,2,3.63
3380,End,Register,54478.0,2,907.97
3384,End,Register,54202.0,2,903.37
3389,End,Register,252.0,2,4.2
3391,End,Register,301.0,2,5.02
3395,End,Register,208.0,2,3.47
3399,End,Register,336.0,2,5.6
3421,End,Register,331.0,2,5.52
3423,End,Register,298.0,2,4.97
3427,End,Register,218.0,2,3.63
3431,End,Register,423.0,2,7.05
3437,End,Register,310.0,2,5.17
3438,End,Register,264.0,2,4.4
3443,End,Register,362.0,2,6.03
3447,End,Register,288.0,2,4.8
3448,End,Register,287.0,2,4.78
3451,End,Register,475.0,2,7.92
3454,End,Register,231.0,2,3.85
3460,End,Register,234.0,2,3.9
3465,End,Register,257.0,2,4.28
3470,End,Register,359.0,2,5.98
3475,End,Register,274.0,2,4.57
3482,End,Register,317.0,2,5.28
3483,End,Register,229.0,2,3.82
3484,End,Register,342.0,2,5.7
3485,End,Register,378.0,2,6.3
3488,End,Register,427.0,2,7.12
3489,End,Register,218.0,2,3.63
3492,End,Register,311.0,2,5.18
3496,End,Register,309.0,2,5.15
3501,End,Register,416.0,2,6.93
3508,End,Register,224.0,2,3.73
3509,End,Register,390.0,2,6.5
3511,End,Register,236.0,2,3.93
3512,End,Register,350.0,2,5.83
3514,End,Register,377.0,2,6.28
3518,End,Register,175.0,2,2.92
3520,End,Register,323.0,2,5.38
3523,End,Register,399.0,2,6.65
3539,End,Register,367.0,2,6.12
3544,End,Register,351.0,2,5.85
3545,End,Register,424.0,2,7.07
3546,End,Register,427.0,2,7.12
3548,End,Register,314.0,2,5.23
3549,End,Register,248.0,2,4.13
3551,End,Register,297.0,2,4.95
3554,End,Register,295.0,2,4.92
3555,End,Register,260.0,2,4.33
3557,End,Register,275.0,2,4.58
3559,End,Register,400.0,2,6.67
3573,End,Register,377.0,2,6.28
3580,End,Register,310.0,2,5.17
3587,End,Register,235.0,2,3.92
3595,End,Register,330.0,2,5.5
3596,End,Register,235.0,2,3.92
3600,End,Register,192.0,2,3.2
3608,End,Register,423.0,2,7.05
3612,End,Register,450.0,2,7.5
3618,End,Register,427.0,2,7.12
3641,End,Register,316.0,2,5.27
3645,End,Register,407.0,2,6.78
3647,End,Register,247.0,2,4.12
3652,End,Register,366.0,2,6.1
3655,End,Register,303.0,2,5.05
